file_name,gene,sex,side,magnification,img_id,wing_area,perimeter,major_axis,minor_axis,aspect_ratio,eccentricity,solidity,skeleton_len,skeleton_density,efd_0,efd_1,efd_2,efd_3,efd_4,efd_5,efd_6,efd_7,efd_8,efd_9,efd_10,efd_11,efd_12,efd_13,efd_14,efd_15,efd_16,efd_17,efd_18,efd_19,efd_20,efd_21,efd_22,efd_23,efd_24,efd_25,efd_26,efd_27,efd_28,efd_29,efd_30,efd_31,efd_32,efd_33,efd_34,efd_35,efd_36,efd_37,efd_38,efd_39,branch_count,endpoint_count,junction_count,branch_total_len,branch_mean_len,branch_max_len,branch_len_std,iv1_area_frac,iv1_ecc,iv1_sol,iv2_area_frac,iv2_ecc,iv2_sol,iv3_area_frac,iv3_ecc,iv3_sol,iv4_area_frac,iv4_ecc,iv4_sol,iv5_area_frac,iv5_ecc,iv5_sol,iv6_area_frac,iv6_ecc,iv6_sol
samw_M_L_oly_4X_67_cropped.png,samw,M,L,4X,67,188042.0,3895.2854967367375,897.0110429079427,625.16033921036,1.4348495684178515,0.7171321905549249,0.6091020989893755,1941.0,0.010322162070175812,1.0,-8.560833125283105e-17,-2.869503804934485e-17,-0.5253558088437535,-0.010337717798171083,0.01939928669595616,-0.04704455113408825,0.029299865073964513,0.06266447857710616,0.002969778963427438,-0.036767588751215295,-0.031024468520042637,0.0017072134411193708,0.018336904428373546,-0.004252114817951205,0.006079289852245444,0.014304216618331351,0.010962570993687132,0.0028727521155405746,-0.0035204492437254996,0.0041787803434871805,0.00985041797415959,0.007740027436401637,-0.005434991718326283,0.0043102812703781435,0.0032232135789421494,0.00274980119779273,-0.004194442364049558,0.0004724191825931653,0.003584003369727494,0.002640615890054102,-0.00398066604736424,-0.00043534882334756814,-0.0003888140446158041,0.00280630747470361,-0.0036035483369423684,-0.0016954141183695795,0.001260685792100793,-0.00033869635511913184,-0.0029042258898904333,11,4,0,2140.8225099390875,194.62022817628068,836.1320343559655,281.43321819642586,0.48965656608629987,0.691840763957016,0.2982508421870951,0.2445517490773338,0.9766224643411888,0.472946427653163,0.13904872315759245,0.9789660156731517,0.4072995202193283,0.049265589602322885,0.8373383747092735,0.7930827840082185,0.0015794343816806884,0.5752423524586505,0.8608695652173913,0.001563480499037449,0.9942265335462959,0.939297124600639
samw_M_L_oly_4X_72_cropped.png,samw,M,L,4X,72,289755.0,6101.388273309928,784.2541201003627,533.4771933733907,1.4700799393901147,0.7329939871529751,0.938568929774553,4434.0,0.01530258321685562,1.0,2.340423321901105e-17,-1.9992561855390402e-16,-0.03469407136930705,0.016308072329651285,-0.12545217266162204,-0.17629923264936728,0.09431566479982456,-0.18548473608582144,-0.003282004867537352,-0.03785537681397806,0.02066837820531799,-0.17228358325393195,-0.021439380467594145,0.016666576288955386,0.0375079398276956,-0.07107075079583211,0.018353294307810075,0.08641062128289158,-0.010123166859251716,-0.006296657509395524,-0.013475521317678452,0.019470967810836827,0.00800822513235893,-0.08076900608878528,0.004897191524726081,0.01726600568467195,-0.04300878823062766,-0.04863802375749086,-0.0310274140653203,0.020595872832587955,-0.013876769392638091,0.020412759106700748,-0.057085068988169604,-0.014327642271708275,-0.00409626608464186,-0.01763802695810951,-0.01492419745359782,-0.005310309153504545,0.009510924345696453,106,32,0,5103.285855674238,48.144206185606016,947.9188309203693,97.66863896133184,0.41995478939103725,0.6758835610946894,0.39415651723244366,0.1623544028575866,0.8137161564825081,0.47167522258763134,0.05795240806888578,0.7601113284362392,0.9547961562517768,0.05753481389449708,0.7462599670221691,0.9043124491456469,0.03310382909699574,0.8638735543605117,0.9823842687423188,0.02116270642439302,0.9779820820369062,0.8439306358381503
samw_M_L_oly_4X_7_cropped.png,samw,M,L,4X,7,289622.0,6498.053316254884,779.7522709171318,534.0647506834669,1.4600332074327083,0.7286221042503267,0.9381381186835968,5582.0,0.01927339773912203,1.0,-5.551983868455363e-17,-5.064179859635126e-18,0.024464258085507427,-0.05208137769397491,0.10580283372509709,0.176020057870026,-0.006478644407296576,-0.2807685790671177,0.005238766858087057,-0.05153543916797581,0.056026699083299686,0.09325572457684192,0.06956108199216429,-0.043987075618823424,-0.009507124564725293,-0.03241122615053414,-0.027055975269013384,0.04388299291602389,0.01843318925471031,0.1008992916808817,0.018954819121595363,-0.051276023032250685,-0.004549229178323429,0.055035336590183045,-0.06426907619443781,0.012041158124050792,-0.016111518225723338,0.03895408861279333,0.010039118274769068,-0.007914613477751062,-0.0016303751322076345,0.013181974739559059,-0.02631005563568862,-0.004875597890786426,-0.014356353528119457,-0.010389276339967399,0.027445415972906815,0.015439656622772444,0.009660793792763401,135,30,0,6495.48809129029,48.1147266021503,794.2914139223996,79.20757546456814,0.3524007154152654,0.633235561723082,0.3306005441824307,0.1221833976700665,0.8690964414312322,0.37128707677134376,0.05476793889966922,0.8344169092426109,0.9127632638968811,0.05443647236743065,0.7769669139541902,0.9614587144773753,0.03789076796652188,0.8864020996910302,0.8965686274509804,0.03034645158171686,0.9039941097088742,0.9420150053590568
samw_M_R_oly_4X_1_cropped.png,samw,M,R,4X,1,284254.0,6623.431995911324,785.2008539395953,530.8399831182417,1.4791667525253014,0.7368499717523063,0.9207501943508681,5106.0,0.017962807911234318,1.0,9.668562022131239e-17,-1.2865960394251774e-17,-0.041610604129241016,0.07113472182836204,0.20327700087508704,0.1981640974922787,0.09499935361776739,-0.21139508604376372,-0.06582337223665799,0.022044149828728425,0.04162284792718413,-0.2452446153269221,-0.024811504154259544,-0.008063897094438648,0.008143750312493267,-0.16437520726585655,-0.0017807910354569775,-0.12087027765115066,-0.010618739289367548,0.015141941770987068,0.06794410863794949,-0.0235227767162455,-0.020385534918818428,-0.06744532670640278,-0.01727192967782766,-0.03461283674477703,-0.009422076709668051,-0.0430650906227849,0.030208667991944268,0.007082026053609248,-0.018521003133845818,0.009675696794189214,0.017461205551380997,0.015447757885649158,0.0027107514913951047,-0.01457935691366461,0.03292363197638748,0.016098685771291726,0.008375535080951735,128,31,0,5825.949852598667,45.51523322342709,861.1736649163088,84.62915896305505,0.3933981579854637,0.6967404850801389,0.36222143042238925,0.1232594791981819,0.8404993515439255,0.38367279894875167,0.0642770198484454,0.7518874114520203,0.9443841422442756,0.061948116825093054,0.7162714247612225,0.899795605518651,0.0357286089201911,0.7799521999666977,0.9984270546598506,0.023778029508819576,0.9729543275505835,0.8992815327301756
samw_M_R_oly_4X_26_cropped.png,samw,M,R,4X,26,254746.0,5209.982068974268,807.8621755474103,549.285836842514,1.4707500564574596,0.7332814921363348,0.8251684374190205,3655.0,0.01434762469283129,1.0,4.780114292713258e-18,-4.838572578418317e-19,-0.18835695451976656,0.41205580331047936,0.13252384833455202,0.20449033788869156,-0.015907836477779914,0.11548178834167953,-0.03430313434822922,0.05429999883300268,-0.05580260433953957,-0.0765310225838225,0.0490855989383809,0.08112385264464858,0.0247439511705554,0.029217823421982925,-0.05942958293739483,0.030323517508642664,0.004165897342121368,0.01250623305779506,0.029762967817217958,0.04848092058251259,-0.003668853849271883,-0.035619433843501094,0.019131875079976938,0.001201537673706116,0.005068085241416593,-0.00025269477808394827,-0.045471422229581344,0.026397375858930816,-0.0007142284092771801,-0.008684352086496584,0.02534613597054205,0.0002785985403745091,0.013807765798814856,0.00033533677088080303,0.01625673405597117,0.03467359973285161,-0.0018385907575410062,74,28,0,4221.430949890801,57.04636418771352,911.3452377915626,113.00953944378332,0.42515682287454953,0.6548611085507506,0.3508259911894273,0.2418997746775219,0.742159009254187,0.5528561047163633,0.05868590674632772,0.7808693162981113,0.9301312760530082,0.03809284542249927,0.7737709178737006,0.9913167841454694,0.02982186177604359,0.9678717363111968,0.8715154296202822,0.027647146569524154,0.879162429140692,0.9289105776839884
samw_M_R_oly_4X_33_cropped.png,samw,M,R,4X,33,283472.0,7053.627955404217,786.0033632982642,535.1127446972932,1.4688556217118258,0.7324674007000551,0.918217154703291,4950.0,0.01746204210645143,1.0,-8.86452570446134e-18,5.55431550108732e-18,-0.02976964786446554,-0.04714560449425168,0.16821860547397782,0.2251477766624809,0.05636776852311739,-0.39756418593778414,-0.09033492482608654,-0.014093183623900815,0.060182095562129084,-0.30600201602698407,-0.06478434310187282,-0.057793649742804674,-0.0540293902345911,-0.18676249135538744,0.019910458923080875,-0.11765852692999818,0.011009796318375382,0.035192897621849586,0.016277318793531233,-0.02533726952485848,-0.031895311046497635,-0.07912393599763164,-0.0073297789874469605,0.0036043531643293494,0.005132557252109706,0.002308692470882928,0.004801992165886326,0.012748657559833987,-0.0026797703474062623,0.011560995692729639,0.01845445252769458,0.03556806165979567,0.016557304067678483,-0.0051473706901307235,-0.0011053175535033573,-0.0015381449363828456,0.012767869445723938,91,29,0,5680.488957842068,62.422955580682064,403.69343417595246,71.14531879223469,0.37124301518315744,0.653153859992495,0.3408817051049495,0.08930688039735847,0.9029355466949064,0.7639337336672802,0.06577016424902636,0.9834184053047622,0.58817591015206,0.06145580515888695,0.939119016080591,0.6833640607225513,0.05698622791669018,0.7842928146282305,0.9292987401484208,0.029942992605971667,0.6725773007020734,0.9731712909883055
samw_M_R_oly_4X_50_cropped.png,samw,M,R,4X,50,288858.0,4861.7089450151,777.6553799214388,527.7513416414264,1.4735261070161454,0.7344671538845429,0.9356633842964499,4181.0,0.014474239937962598,1.0,7.413686531287249e-18,2.942784677784964e-17,-0.023903914461998247,-0.18423968578257677,-0.1397831175534368,-0.10885703389926998,-0.04393259578825658,0.022711374425756898,-0.07390768710230106,0.07403081139328821,-0.0024658664837486854,-0.023208545986684235,-0.03569439915016938,-0.06412319788041197,-0.009375406847917201,-0.01954460987695355,0.008424865771277332,0.002842122643390401,0.012613444884598016,-0.03655621920660543,0.0014191787914905345,-0.04104104725690944,-0.013880334483769097,-0.016681803066747748,-0.0019366478308908623,0.011208993971966133,0.0046435873712418665,0.00408114204681011,0.0013194510095689063,-0.008718351252779958,0.0007136724358338609,0.009191861210588239,0.014947027979483824,0.008335831176057221,0.017649152924265058,0.001015018809353288,0.018917032877106103,-0.00896365481749565,0.006353541650865222,70,17,0,4974.206778635659,71.06009683765228,640.9655121145947,91.75094767987969,0.42080884032985066,0.6692613083374489,0.39373542368489245,0.16132840357545922,0.9627902244665517,0.6052864008312768,0.06525351556820307,0.7936397335623399,0.9326109544307555,0.03717743666438181,0.9192378440090192,0.9338260869565217,0.03595192101309294,0.7338276585962954,0.985668185269552,0.03228575978508471,0.9506507657972543,0.7469165465321159
samw_M_R_oly_4X_54_cropped.png,samw,M,R,4X,54,290152.0,5342.93643380057,781.818426793658,531.0367201035232,1.4722492761729284,0.7339228853904373,0.9398548846851515,4883.0,0.01682911025945022,1.0,-1.2011906772645766e-18,-3.108267087377228e-17,-0.053306006512429914,0.08131505776796367,0.017479545118313705,0.16134860491218492,0.040087857687300416,0.026593083542360455,-0.024999440174752974,0.06689143510571532,-0.04063318298013416,0.005711866129837609,0.03666405738603201,0.042535446651640926,0.019013871739975388,0.009598384456276431,-0.02962831544771193,0.024704268469323516,-0.008824768571386829,6.517727423505104e-05,0.022079673733060284,0.026159984014537205,4.229457312829343e-05,-0.005047334248750346,-0.006663952684819845,0.010321798739562477,-0.003716238375781054,0.004508423564809485,-0.002899602833328289,0.012043794482252712,0.002759302795896418,-0.007946188939469823,0.007582554664441145,0.007690201803111411,-0.004139692161694959,0.006580065293046508,-0.003579581196963418,0.006449755717022356,-0.0022705570217904764,99,21,0,5849.30641714727,59.083903203507774,394.48023074035586,65.10703000055514,0.41088808624445117,0.6398904950594403,0.3861751749157813,0.0641939397281425,0.9817078724762818,0.463321807915226,0.05274821472883178,0.9132175357951756,0.5660133136094675,0.04472138741073644,0.7915078632816038,0.9861681106551148,0.03888996112382476,0.8204755949802431,0.9614860259032039,0.03311367834790041,0.977175855118172,0.8907017706498563
samw_M_R_oly_4X_61_cropped.png,samw,M,R,4X,61,284380.0,6036.31215486418,778.7990395395101,528.2627769515183,1.474264463670483,0.7347810610163371,0.9211583311738792,5632.0,0.019804486954075533,1.0,7.816095181056753e-17,-2.08736275217644e-16,-0.04011917179736363,-0.2391106734087212,-0.23265675767980162,-0.16709970782936828,-0.059480882975913564,-0.01748034026502875,-0.04791411717039174,0.06348100910574646,0.05990542754867309,0.006151626756572892,0.0703862553031819,-0.08073147286901758,0.00925629060884091,-0.07539686748209296,0.03810825325808538,-0.02175424543466635,0.030875508402849756,0.014532817789136747,0.009386152675963884,-0.001889962943308094,-0.001225703330110049,0.007042909713600656,-0.022138991601912787,-0.0029106405368949737,0.006336165716613593,0.052728693165693084,0.024315385876513183,0.011110683091466475,0.009630713245823787,-0.012029316433851236,0.0018469239463759781,-0.015742535960725737,-0.0024971705634715723,-0.003221090909804215,0.017901397153037193,-0.00041891446136564756,0.017558797875395753,147,39,0,6799.05785927449,46.25209428077884,356.580735803744,53.825393305167225,0.3887369013292074,0.6924865667203367,0.35808823529411765,0.06277164357549757,0.7693648646316121,0.9650232457562979,0.049715169843167595,0.9157402557755407,0.6332527098450237,0.04885364652929179,0.8887042135529272,0.9584023178807947,0.034995428651803925,0.6888839424997785,0.985444103376572,0.034759828398621566,0.9827170642375155,0.8514945301059523
